Country_Code,BR Code,Period,Client,risk_rating,Self_exclude_flag,Variable_21_Y0,Variable_1_Y1,Variable_9_Y0,Variable_2_Y0,Variable_13_Y1,Variable_14_Y0,Variable_27_Y1,Variable_22_Y0,Variable_12_Y0,Variable_22_Y1,Variable_25_Y0,Variable_30_Y0,Variable_30_Y1,Variable_3_Y0,Variable_19_Y0
1,5,2019Q1,13,5,1,622462.3697,607869.5853,597464.1625,591015.0752,586471.0955,578182.0624,614049.5515,611872.2679,580208.6571,575813.1568,584253.1274,601833.1455,597720.9528,613518.1759,606191.9253
0,0,2015Q2,16,11,0,592874.7937,612042.5044,594276.2143,641002.5923,622839.2382,595539.9414,636881.6341,615127.8185,618540.7394,622146.8795,618802.7991,592768.7564,627413.257,591901.839,626991.6214
0,0,2015Q2,16,10,0,612534.8112,595506.1277,566344.2586,632984.7677,569949.6849,607392.7942,614393.6888,589161.4289,577178.9646,622601.7865,564228.564,577756.8806,610667.9477,628599.8674,641028.9512
0,0,2020Q1,21,8,1,603151.0917,575114.2194,596440.2993,592099.0589,594568.9443,607506.404,625063.6112,595641.8111,617853.0183,584158.9223,577175.8842,580742.6542,601739.6899,571917.7782,612051.2891
0,0,2018Q4,21,8,1,592249.7749,616316.9383,614335.3965,634090.3882,571819.5038,581214.2402,603543.6914,571541.9438,583372.4137,615374.1852,614964.239,624529.7321,616040.538,605065.7756,641645.9604
0,0,2018Q2,21,7,1,583433.5659,616374.8766,631952.5461,621177.3525,623438.7998,610252.553,580715.2235,608618.5976,619950.8291,612320.2262,613262.2317,587860.4099,614643.2262,595568.8604,618218.3271
0,0,2016Q4,21,7,1,624772.1558,590218.1788,603029.6366,600290.0555,600119.5456,609927.8069,605507.8298,595760.7211,591476.5156,591865.7594,622501.6813,584681.9832,596337.0325,570664.1306,607356.1664
0,0,2015Q4,21,7,1,580741.699,581893.3803,642959.8931,640459.7799,617340.2547,593772.5256,625715.4659,623868.9937,598921.7538,600146.906,579040.6815,571531.8455,628360.97,583607.8603,603445.4124
0,12,2018Q1,24,5,1,625757.0904,613227.0035,582227.047,608330.028,608442.7099,596568.5811,631108.8878,614086.778,606084.4778,575161.5748,613701.3368,611193.3671,600693.0381,572171.3514,628255.406
0,12,2017Q1,24,5,1,568867.5314,575170.7664,575649.8654,582486.0771,619752.1162,602655.8954,611104.5605,618544.2512,590220.8147,601994.97,614192.1139,597959.0211,604723.4665,615112.049,627722.141
0,12,2016Q2,24,4,1,616495.6904,592625.0033,598406.9192,611663.7533,610824.3657,583696.8508,583846.2299,577810.5714,573572.286,603441.0486,625604.5622,626867.0654,619928.0141,609132.6926,601466.8256
0,12,2015Q2,24,4,1,615650.4679,611293.6306,585345.6284,625771.3224,613734.337,621695.8791,592279.4219,626066.7413,622501.2433,583608.1248,588842.9582,576778.1687,600523.7613,606456.027,592665.1942
0,4,2018Q4,29,7,1,608540.6669,592401.1174,599109.0189,602294.3302,617054.0452,629893.3958,593820.9794,589710.6069,600017.1374,575681.1474,623883.6594,626174.8725,599357.8911,614728.5075,593398.3372
0,4,2018Q2,29,5,1,603386.5369,623099.6909,622691.4885,602766.2216,580371.0295,592256.9365,589059.9509,616372.2988,602077.5289,594064.9367,594125.1237,582141.9664,584769.1552,613674.2799,594200.8168
0,4,2017Q4,29,6,1,575606.2948,610603.4071,618977.8529,654324.6728,608817.2404,583809.5517,614499.618,624567.3206,586060.8048,595751.8198,604990.1366,588391.1156,614900.203,594794.1185,616513.1799
0,15,2017Q2,32,5,1,570152.912,573464.7773,589999.2347,617642.3783,609204.7703,609359.144,625719.0082,583014.2613,582585.278,608089.2537,626892.1053,624675.1996,588732.8278,604986.2197,622948.9727
0,15,2016Q4,32,8,1,624853.8515,583276.4203,629166.6467,590395.6634,569665.3867,592836.6362,582567.3107,618045.6034,592736.8188,581293.0202,575386.3628,626137.4739,618057.3411,625254.3108,623637.6025
0,15,2015Q3,32,7,1,615597.2473,621829.1395,604814.3636,598105.1344,599761.3872,595895.4338,585325.4587,610386.5021,590163.693,615084.9719,587654.8547,623365.0614,619911.461,580869.2467,581713.732
1,5,2016Q1,33,7,1,616836.3157,633431.8113,607631.7703,692909.8844,624955.3738,621278.4042,586468.3229,634141.68,610534.2461,640941.9923,591852.3558,604102.027,625373.5206,631226.0989,623855.6594
1,5,2015Q4,33,7,1,580453.2336,607339.092,589908.259,752251.249,590204.2381,652208.745,602508.5269,646878.5938,599406.5832,627920.9836,625551.0434,571152.0382,572553.3313,596414.2921,637296.322
1,5,2015Q3,33,7,1,627474.4064,609598.1483,629853.0055,710421.8674,582533.1625,628835.5954,624682.2416,601308.3106,592545.6966,641475.0364,619503.849,593806.0633,628050.795,574452.0424,667136.6775
1,5,2019Q1,34,7,1,582871.2016,622074.3327,615124.6508,618658.9075,568625.2034,574038.0342,609249.0182,605006.1086,581851.8767,573509.6682,578851.6593,606823.7494,587167.3361,582736.4029,597657.8212
1,5,2016Q3,34,5,1,607264.6398,611560.5514,595561.2578,574692.429,596146.6622,621303.7058,625466.7946,600045.3496,580487.4809,612044.1793,599528.6255,595726.3215,577251.6657,572965.2285,601915.9765
1,5,2015Q3,34,5,1,587534.6094,604999.0374,593048.0232,606999.7909,569803.6073,606212.3904,583015.0566,578471.428,585141.1785,621839.434,571853.1447,578058.0205,624186.3323,606683.4026,601022.1584
1,5,2015Q1,34,6,1,626336.8702,589803.1251,576295.2897,586383.3808,594827.9266,586511.2707,610079.5802,619386.8482,595153.8004,591120.8932,618121.1054,621863.9669,620904.2731,603386.4257,590738.7725
0,2,2019Q4,35,6,1,619709.4518,621357.092,583009.552,624918.6596,600836.6424,598915.5589,615964.753,607557.0033,591756.0104,614235.7888,581188.2528,571729.0897,613210.2576,577147.2389,595584.8611
0,2,2019Q1,35,4,1,594519.7925,584028.8335,578177.6152,602836.9329,627262.6496,589628.686,577729.9628,620790.9486,614721.8039,577995.0152,616521.0394,621771.4189,598587.0268,614927.3707,589429.5296
0,2,2018Q3,35,4,1,612477.4938,613125.5295,580294.1508,580540.5955,588438.9451,625693.5071,626910.5334,615107.8837,580077.7215,621021.3583,599830.596,604617.89,613393.1996,599452.5321,602333.5224
0,2,2016Q4,35,4,1,571157.6783,610669.6561,622156.5775,575669.828,588791.5561,624796.404,623421.268,573378.2318,621553.7175,599057.6064,607183.6989,586425.0276,591585.3778,591914.5293,571085.3048
0,2,2015Q4,35,5,1,568959.0411,615204.7252,588494.6338,624278.0949,585956.0762,620772.1427,609315.708,576243.7908,620640.1236,614173.5487,596107.1238,598212.8839,600954.4452,599876.7226,625222.8542
0,2,2014Q4,35,5,1,599309.8544,625423.7246,609854.2145,608427.8956,597242.1001,627269.2003,605602.1593,623592.0672,602993.9026,608338.8845,628779.4137,602878.055,576083.7838,616080.0442,593396.0007
0,12,2020Q1,36,12,0,580734.1903,606922.0329,608678.0094,599895.4964,589640.7463,577588.5654,604848.9027,584025.3619,592563.6199,593224.2103,595396.1968,626143.1439,586602.5987,580724.1438,628782.2599
0,12,2017Q2,36,8,1,587183.5381,620870.2106,616477.058,620533.0425,605026.217,594460.5302,583885.8104,615310.7949,600105.4516,621034.379,607291.5821,583462.2626,608886.5703,593319.3561,624622.3213
0,12,2016Q3,36,6,1,623509.0934,604998.3386,626970.9867,615439.1023,572488.1866,573643.8218,575086.0081,572377.3658,577476.6735,603659.7364,588027.2671,610449.7323,616608.1923,604029.968,601097.5284
0,0,2018Q1,37,8,1,622275.0187,624751.9462,627799.4394,621072.3158,583158.022,610169.7504,622951.5859,612958.1705,586411.2702,619194.4645,603820.7174,612926.1148,569844.5979,610209.2886,575874.6197
0,0,2016Q1,37,9,0,621638.5446,598990.2929,609347.153,577483.7343,575057.4585,612220.5356,588063.6957,618413.7268,604598.2792,593556.9075,578826.1705,571806.3469,628157.2403,624566.8218,622008.6176
0,0,2015Q4,37,8,1,613390.2514,596637.9253,579619.7066,617539.8369,594343.9672,573122.6339,622295.4015,616789.1429,596088.7356,587751.724,580867.7972,574438.8008,622386.8708,607509.4465,625662.5344
0,0,2015Q1,37,8,1,599790.7233,608710.2978,608019.7302,588888.079,589715.668,599662.9806,613604.6225,619724.8566,613248.3312,602740.6589,628244.6056,582036.8262,599993.463,589874.7601,573125.2178
1,5,2019Q2,42,6,1,595398.2031,582744.0838,589855.8029,605571.914,605041.3954,577652.8217,570989.0618,607202.3678,571517.5269,572707.5074,596502.1984,576119.0336,614357.3796,568864.9913,593838.6389
1,5,2018Q1,42,6,1,582331.186,608972.0871,589382.6984,628931.6223,620570.4323,614778.8605,598459.388,576406.9319,619097.1576,591517.6219,621464.8185,624650.8431,576088.2411,595734.344,625745.9399
1,5,2017Q1,42,7,1,589849.048,623885.5699,617626.6106,616463.5167,619215.6894,601746.4854,626611.0506,601482.1425,587053.9521,611923.1434,587114.1329,606559.7386,625839.674,603505.7622,570392.7938
1,5,2016Q2,42,8,1,587374.0976,620821.5088,626124.0317,618378.2019,629040.2714,576091.3179,594587.6578,578497.3425,598693.1818,575439.6587,586132.4125,627738.6361,613806.1851,627480.4042,614609.1281
0,4,2019Q3,45,9,0,578315.0709,573522.4525,625430.8956,627903.1814,582120.4022,588909.2327,580532.9526,580219.2483,601432.3675,596318.2187,591747.5016,571624.2657,609914.615,627185.3111,625755.6385
0,4,2018Q2,45,8,1,600315.3479,607373.2562,590883.6472,601375.5123,586135.8045,581587.5389,587692.3694,622571.6004,618841.152,591708.5925,622300.4084,587183.373,584301.4269,584299.4064,590513.6297
0,4,2017Q1,45,8,1,608482.2017,582681.9297,624972.6172,630067.2294,587083.5144,602406.1828,605574.1195,609795.3799,572445.2367,584435.9782,590730.6273,577177.9315,572403.699,626011.9194,596741.4188
0,4,2015Q2,45,9,0,599362.3878,595859.0272,591785.2763,584057.8076,583493.2918,612822.6848,584583.2693,579077.4782,600080.5426,617837.846,623565.7708,585092.7604,573499.8197,575268.1937,624235.4921
0,4,2015Q1,45,9,0,603503.3355,592235.4348,625449.5362,593636.2495,587071.6289,614839.2754,597561.692,625435.6449,606629.5634,584631.5722,602532.9984,576685.2788,599099.679,569472.5676,628743.4424
0,0,2020Q1,46,7,1,584955.2565,603566.9861,621357.2587,585100.842,625293.305,600595.0553,629306.36,598963.0921,602835.2394,599026.8614,628413.0492,585662.5654,618222.1372,601688.1199,625495.4646
0,0,2014Q4,46,8,1,598618.3115,621014.8023,623023.2836,574168.9276,574577.8638,596471.2476,597830.082,605966.8761,592465.5856,585779.5846,602996.8634,576952.1456,605641.1033,593329.2121,603895.7777
0,4,2019Q3,49,5,1,579750.0377,586864.9946,586250.3164,609984.6393,621723.2101,578528.0515,594330.4346,629755.7102,588336.7869,622477.0536,614017.1817,604842.1345,598540.6138,590799.1111,620395.9152
1,5,2019Q1,50,8,1,569524.6786,574253.2236,586289.8767,611188.1349,615051.9971,607489.6985,576428.3324,584707.8135,572045.3255,605153.1985,603768.1525,573176.5233,610910.7491,599112.0983,595505.6499
1,5,2016Q4,50,8,1,624764.3015,604984.0199,587953.3772,583895.8682,587391.0449,595256.2895,602838.6093,611107.5847,580371.0757,617408.7408,583617.007,576066.1738,587463.0754,600691.1564,593736.469
0,18,2017Q4,51,9,0,617892.9538,592443.747,601574.3633,617744.6623,581696.3197,595547.5914,603127.0959,613093.7286,587232.603,571114.8327,607100.1219,569350.4434,575102.8759,581376.8039,598992.9173
0,19,2015Q3,52,7,1,596952.8277,623528.0802,600985.1623,597728.8366,602391.3563,578809.6067,606775.457,578504.454,591836.3452,576568.7598,623464.5523,628077.507,590929.0205,618307.3774,599018.5157
0,16,2019Q1,53,7,1,572125.6824,585176.8221,581551.1317,598411.1956,570370.1491,629236.7885,599326.7285,602653.4817,607370.8591,586673.5284,624794.2691,590256.9794,621316.8341,626352.7542,573628.031
0,16,2017Q4,53,7,1,593024.8476,579152.9017,625176.854,587966.8096,581745.2018,606869.537,620311.9228,570274.0148,586083.9267,598354.0391,626318.5929,599155.8343,574383.4674,624595.1823,586707.7025
0,16,2016Q3,53,8,1,612992.8426,590477.2756,572974.6944,574136.8013,608876.4669,584896.1645,614260.6941,603939.6849,602394.0794,615873.5009,569652.7196,617800.1026,588996.1226,616061.0584,597395.1436
0,16,2015Q4,53,7,1,570017.3484,597142.0833,622072.8702,593236.5101,576644.0125,606400.5579,580266.1165,611730.164,599480.816,602286.3662,610696.9947,570841.2473,579515.8794,605111.7719,588798.9254
0,16,2014Q4,53,6,1,619761.7953,615178.891,583903.3484,594432.1165,621813.2271,622723.8023,568673.7576,605217.6287,614939.9673,625920.7691,591814.5942,620746.0122,591677.2827,619083.3726,582777.2111
1,5,2018Q1,55,7,1,582602.3045,603947.8967,597564.1217,619634.3605,625087.0771,597413.4434,626530.9926,575558.9294,624913.5985,575855.8939,619834.3444,577809.6602,600476.7742,577418.9333,624653.2887
1,5,2016Q4,55,7,1,568917.1824,590543.4892,623140.2496,627626.4273,626447.1614,575900.0369,595666.8891,591466.3168,612315.5848,568767.0768,617285.3915,619619.2692,626468.6172,609032.8703,618077.6253
1,5,2015Q4,55,8,1,600053.4121,599897.5627,583621.3015,607587.9224,616435.2613,574864.4539,598276.2637,616841.7656,607658.9561,622243.6375,582717.8988,598492.4744,605184.2621,608952.516,572265.885
1,5,2014Q4,55,7,1,573131.2583,619143.439,598163.3305,599141.9278,622115.7649,591039.3793,623227.7423,603613.4189,588959.9828,617626.9664,607281.0797,612488.0564,588406.5386,619883.0845,596127.5908
0,12,2018Q1,56,6,1,598825.7445,618603.9046,601003.2177,590332.9666,581748.1172,570883.663,622021.8982,608446.1927,612678.6556,611076.1951,600898.5379,606516.3994,587924.8287,615182.3807,608482.7841
0,12,2016Q1,56,7,1,606456.7526,590834.0943,598353.6297,612363.3855,570507.9345,617986.6957,570620.5349,587593.2529,621388.3443,624728.4095,624157.3597,574692.015,606018.5114,571860.6419,579817.073
0,12,2015Q1,56,6,1,581886.4473,576337.2931,574254.5134,619885.4379,591501.4049,578796.3275,593139.7166,586368.3804,584531.2358,580997.948,620314.8634,594393.5072,593429.5413,595314.3512,581781.1208
0,11,2020Q1,57,9,0,603629.0885,616767.0654,616636.1725,606404.4405,589913.2234,621035.001,620364.8151,574555.1028,571006.9834,590572.8318,617029.9799,599186.5994,602297.4423,573975.8077,588300.7524
0,11,2019Q1,57,9,0,572071.3849,577909.2543,608873.9735,623938.1696,590056.14,623440.9015,625032.133,627247.769,619460.1524,574985.9324,619531.0812,614617.6735,581780.4648,606677.6734,615784.8987
0,11,2018Q3,57,9,0,585033.9989,612498.355,583269.7669,575002.5464,601890.9787,607810.614,570798.7618,578623.4852,593006.3102,568803.935,621043.3896,596032.5891,608361.7336,620725.459,619028.5543
0,11,2018Q2,57,9,0,603189.1493,618396.6796,598508.2549,593385.8999,587664.7794,573144.0665,610228.4407,620985.5606,592266.9321,607739.5735,577940.3682,598717.3339,601322.8272,597018.4346,625823.0022
0,16,2020Q1,59,6,1,587676.3152,613499.1512,584267.1549,586556.3618,577707.3086,609662.7164,620465.5423,588730.9749,617552.0767,622687.2495,591271.5555,617991.0111,630433.24,581082.1329,628221.8862
0,16,2015Q4,59,6,1,573731.8792,607235.7716,622631.2257,604003.0989,593973.1459,577597.0498,623869.5266,623332.9038,589386.7642,603827.9412,596764.7222,583201.7461,616647.3662,588437.0057,591015.8875
0,12,2019Q4,60,6,1,614035.0863,599162.5204,580401.7043,612609.9054,626427.9977,595971.7327,628619.7616,578825.0977,617483.6759,606705.9529,609219.0826,609164.9512,614974.037,609416.1716,596796.657
0,12,2019Q1,60,6,1,599314.7288,619141.8836,600138.3455,583459.7594,602481.4548,620081.4504,598051.5104,621170.2503,593764.8916,611852.9831,603612.489,589212.8715,617548.8197,590307.0686,627961.1945
0,12,2017Q3,60,6,1,603493.3701,589719.1334,623266.2671,593409.3721,573328.0583,620722.5434,616315.4962,582353.4101,584468.7909,611189.9781,576436.6274,579896.8932,576056.5044,574116.8305,599347.8957
0,12,2015Q4,60,6,1,579391.2812,573244.0868,619633.5145,625691.381,582919.7938,618477.4913,571798.054,605690.5287,569127.7202,613875.2998,596227.2187,583021.9571,570281.9576,574703.4779,588409.0883
1,5,2015Q4,64,6,1,576671.5926,622172.6215,571518.9344,585773.0265,578369.7519,615792.9402,596543.1699,597921.5904,587683.4048,576542.3097,590323.9664,610169.1881,597031.9219,602149.3485,572630.7794
1,5,2014Q4,64,7,1,590050.5643,625248.8208,610889.9136,627684.7998,590233.3728,612903.8404,582402.1441,596991.2835,592561.9083,575860.2176,587614.4557,595628.0456,602574.914,604480.9428,587832.4158
0,19,2020Q1,65,8,1,594086.46,578561.6227,611832.6387,604091.276,626860.0915,591747.7781,622095.0315,614034.5191,618636.1851,602185.5875,598669.5248,587329.9419,621712.7478,626591.4281,612236.8224
0,19,2018Q1,65,7,1,585978.8782,595359.7667,622646.5336,591710.19,584633.0424,615955.8268,588524.2543,616728.7834,625311.3336,574080.3285,611929.3739,622281.9783,622183.9706,601139.7604,604299.5115
0,19,2017Q1,65,7,1,624250.7571,610424.1423,604529.4904,585894.3581,597239.3479,627166.629,615951.936,598380.0417,571823.3584,622303.4055,611522.9545,628210.7944,586009.6326,591556.9555,605767.3539
0,19,2015Q4,65,7,1,599197.0507,621840.9818,574235.5879,604326.202,586577.813,585301.9925,610242.7879,589185.5983,621439.1853,603158.949,577779.519,621822.5231,622574.955,614401.1233,609041.6557
0,19,2015Q2,65,5,1,593756.4666,617478.8126,594366.7654,586570.7124,614383.2672,575355.0418,623204.9843,589679.728,617885.6622,571446.389,572503.3208,569856.4854,578894.9358,603784.9822,592492.5434
0,21,2018Q2,67,17,0,589336.2475,618717.1883,586334.2219,597771.3184,621063.7106,598152.1799,588061.2167,570274.5176,590517.8319,614037.6373,615651.2189,598811.6537,612268.7597,605394.1596,622162.9703
0,21,2017Q4,67,8,1,595558.9448,582498.0143,595678.8553,603503.5745,605523.3322,595559.5894,607110.5774,623400.7771,572397.0332,581190.5058,621209.3727,610321.6942,589356.8735,619987.3771,588966.7121
0,21,2016Q3,67,8,1,574988.6716,577468.2317,591136.0762,576654.9854,624637.2693,588041.6603,577961.0352,619020.6442,613360.4106,598955.759,613130.978,590731.5503,612213.1958,604979.769,586537.1251
0,21,2015Q2,67,6,1,595533.5759,580748.7004,602192.566,613004.7608,605270.3276,619308.9141,612339.0593,570611.7892,625272.2265,601897.1546,574501.623,604601.2063,600326.7421,590070.5426,582617.3858
1,5,2016Q1,68,5,1,582508.6309,579985.3069,591059.5896,610716.4702,570781.8416,625618.0864,609495.5675,578612.1486,591006.4222,577873.7237,628858.642,585397.672,623223.876,622265.9306,630663.3219
1,5,2014Q4,68,5,1,569169.8586,599265.6104,600468.6756,594808.9231,602069.8983,630584.8311,613881.6709,590177.8315,588592.9464,580329.6897,576882.445,572833.523,574152.3858,581349.7093,589696.3263
0,19,2015Q3,70,5,1,599082.7306,603822.9514,581938.4286,622889.193,627176.2042,588937.2298,578332.3067,600218.9943,602388.6408,608577.0127,625256.8847,569771.7729,587078.5966,594498.2053,593140.7541
0,4,2019Q4,71,7,1,599982.1982,571272.5352,577313.7701,616200.694,612573.8176,620394.8588,582416.0948,620481.2565,622205.219,621395.0926,592958.8216,628080.4241,621630.4369,619268.2605,619081.4574
0,4,2018Q1,71,7,1,606156.0436,591108.2562,594450.9606,595772.276,614290.8694,599260.1043,576245.3851,582982.1474,622318.1919,586607.9587,571407.3743,572330.3586,581277.5573,601477.7204,590273.06
0,4,2017Q3,71,7,1,611673.118,590043.059,586050.3113,624711.1441,599646.046,625510.4401,621742.8067,591381.3536,610326.2303,581074.3147,579445.5451,614650.632,596011.21,615450.3496,584931.7727
0,4,2015Q3,71,6,1,597571.8016,584438.8544,621715.5513,617893.2014,571310.1155,596762.5634,604523.3943,622926.4048,603972.9063,611861.4967,614139.9882,607854.3878,594718.2267,589315.416,603197.1235
0,19,2016Q3,74,7,1,616951.1305,570001.5106,623126.5136,604004.4163,606893.4374,600276.5503,626106.2762,584824.1091,570845.6675,613736.0864,600242.1072,580845.6232,575160.0646,618416.7136,613937.5258
0,19,2016Q1,74,6,1,614749.3397,591489.3702,605383.3072,608013.5386,614025.2531,618559.3073,587725.037,569209.8547,605141.3324,569353.4838,606670.5461,576684.3377,568687.0056,614556.6984,572552.5233
0,18,2019Q3,76,4,1,626827.1078,600135.4369,631007.9387,630738.8488,603994.2615,600889.6979,607457.0398,575028.7664,595637.7738,599510.258,589477.2027,617989.2874,611380.6884,605856.3898,575813.8118
0,18,2017Q3,76,3,1,616771.5652,607420.8097,629469.0946,581312.2952,605287.4342,625442.3668,614380.9426,610743.1613,600413.4218,584730.7967,601703.229,605157.2741,574485.2571,585069.5076,597343.8064
0,18,2015Q3,76,5,1,574966.0891,585959.2886,587097.1952,625534.3145,610153.7703,596298.1076,578380.0755,599506.8381,588418.8168,624017.7279,613087.3791,593032.5295,593498.7164,609128.9749,582265.6288
1,5,2019Q3,79,6,1,619575.0541,598260.616,599514.4887,579540.8558,591104.0294,599779.1519,613104.1225,607436.3142,582152.6253,619323.9864,578579.5202,572639.267,594657.9658,606993.8315,582758.6996
1,5,2017Q2,79,6,1,607415.4961,568916.9023,596266.1035,616294.6264,601706.7334,611973.0106,579938.3411,578704.1113,581452.5248,602677.4459,610891.1462,568750.1473,614314.7552,569728.6859,621493.4069
1,5,2016Q2,79,6,1,596804.5632,598608.3052,573179.6228,591124.3816,605762.469,626964.8625,574792.5519,620846.1858,623345.4035,599336.5481,608158.0907,582968.2869,617943.2876,585727.5802,574285.1087
1,5,2015Q3,79,7,1,594191.2098,606523.8448,615206.0269,619512.1793,607716.9613,626761.626,589586.0507,591173.9083,625786.2175,591068.7572,617201.2574,602850.8299,610012.5723,575016.8995,627145.911
0,4,2020Q1,84,6,1,615513.7982,611903.3347,579499.1101,628379.9618,598395.0344,577045.099,599487.0426,622392.0083,609046.7157,622819.3386,582975.0802,572420.55,579653.038,593604.7335,627029.7685
0,4,2017Q1,84,5,1,627997.629,610425.7117,587843.8956,599496.0827,579579.2183,610985.021,589325.6295,590851.886,609113.4331,581893.9499,584757.7369,598819.461,617448.7205,617496.5635,621950.4846
0,4,2016Q2,84,8,1,612639.7763,575045.5049,618153.232,584942.1837,623862.2876,621906.6896,620240.0126,604613.5416,626578.2907,604795.6672,620522.1625,616438.5614,574029.1032,623699.5811,579451.0384
0,4,2015Q2,84,5,1,581818.7461,604123.3991,625089.1568,589525.4885,594519.8776,584960.9324,611165.9007,602233.6304,604436.7856,572713.121,588587.4407,575692.2293,571985.1045,582056.0269,591033.6663
0,16,2019Q4,85,4,1,575546.3108,598828.8457,593637.3037,607681.3549,593807.9123,605730.5121,608977.5314,617993.8286,604288.6127,602366.1533,627721.1089,620847.8938,596775.2905,619067.5077,586221.0774
0,16,2017Q4,85,5,1,620760.3743,622278.1287,625706.5955,608882.8293,597406.4504,577328.7965,588379.5834,615640.0976,593163.3256,588326.0248,575893.0614,579005.3716,608222.463,622163.3605,612105.7761
0,16,2016Q4,85,5,1,583313.3461,605020.2743,586981.6984,596698.5538,600460.5482,605067.5446,600943.9828,570164.5849,596302.2674,602251.226,575506.1724,594246.0263,596158.9891,570444.2127,615470.3624
0,16,2016Q3,85,5,1,600287.437,573115.4753,611029.661,627750.2929,626487.746,594378.6712,612098.7321,579761.773,608913.8024,602012.7349,600159.766,582774.4165,618010.023,598873.2279,584851.5754
